,ALT,BRPR_1,BRPR_2,BRPR_3,BRPR_4,BRPR_5,BRPR_6,BRPR_7,BRPR_8,BRWHSP_1,BRWHSP_2,BRWHSP_3,BRWHSP_4,BRWHSP_5,BRWHSP_6,BRWHSP_7,BRWHSP_8,milliseconds,Time,registration,flight_id,phase
3121,257.0,105.125,103.3125,101.5,101.5,94.25,94.25,94.25,94.25,6.2208,6.0264,4.86,4.6656,6.2208,6.0264,4.86,4.6656,780000.0,2025-01-01 21:46:02,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3141,257.0,344.375,344.375,96.0625,99.6875,342.5625,337.125,94.25,90.625,5.7348,5.6376,4.9572,4.7628,5.7348,5.6376,4.9572,4.7628,785000.0,2025-01-01 21:46:07,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3161,256.0,860.9375,866.375,489.375,489.375,864.5625,862.75,491.1875,494.8125,4.0824,1.6524,0.0,0.0,4.0824,4.0824,0.0972,0.0,790000.0,2025-01-01 21:46:12,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3181,257.0,1140.063,1138.25,578.1875,580.0,1138.25,1140.063,578.1875,574.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795000.0,2025-01-01 21:46:17,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3201,256.0,1283.25,1285.063,581.8125,578.1875,1286.875,1277.813,580.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,2025-01-01 21:46:22,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3221,258.0,1279.625,1281.438,574.5625,574.5625,1276.0,1277.813,574.5625,574.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805000.0,2025-01-01 21:46:27,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3241,263.0,103.3125,103.3125,101.5,101.5,97.875,99.6875,99.6875,99.6875,4.2768,3.3048,3.4992,3.4992,3.4992,3.5964,3.5964,3.402,810000.0,2025-01-01 21:46:32,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3261,269.0,32.625,32.625,77.9375,58.0,74.3125,41.6875,70.6875,72.5,26.4384,26.3412,26.244,26.244,26.1468,26.244,26.244,26.1468,815000.0,2025-01-01 21:46:37,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3281,273.0,47.125,47.125,45.3125,45.3125,63.4375,63.4375,63.4375,61.625,49.1832,48.6972,48.6,48.6972,48.5028,48.5028,48.6972,48.6,820000.0,2025-01-01 21:46:42,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3301,275.0,41.6875,41.6875,41.6875,41.6875,32.625,32.625,38.0625,39.875,70.66441,70.5672,70.47,70.5672,70.17841,70.2756,70.47,70.3728,825000.0,2025-01-01 21:46:47,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3321,274.0,36.25,36.25,36.25,34.4375,30.8125,32.625,30.8125,30.8125,91.368,90.882,78.732,90.68761,90.4932,90.59041,90.68761,90.59041,830000.0,2025-01-01 21:46:52,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3341,272.0,27.1875,25.375,25.375,27.1875,30.8125,29.0,30.8125,29.0,110.322,110.0304,109.836,110.1276,109.4472,109.6416,109.9332,106.1424,835000.0,2025-01-01 21:46:57,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3361,269.0,19.9375,21.75,21.75,19.9375,29.0,25.375,21.75,21.75,128.2068,127.5264,127.332,127.6236,127.0404,127.1376,127.5264,127.4292,840000.0,2025-01-01 21:47:02,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3381,269.0,14.5,16.3125,9.0625,12.6875,25.375,25.375,27.1875,27.1875,144.5364,144.0504,143.7588,144.0504,143.4672,143.4672,144.1476,143.856,845000.0,2025-01-01 21:47:07,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3401,264.0,7.25,10.875,9.0625,10.875,25.375,29.0,21.75,19.9375,160.0884,159.3108,158.922,159.408,158.436,158.6304,159.3108,159.1164,850000.0,2025-01-01 21:47:12,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3421,244.0,7.25,9.0625,9.0625,5.4375,18.125,19.9375,16.3125,19.9375,161.2548,161.9352,160.5744,162.324,158.0472,159.3108,161.5464,161.4492,855000.0,2025-01-01 21:47:17,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3441,409.0,458.5625,451.3125,467.625,453.125,442.25,453.125,442.25,433.1875,2.1384,3.888,35.3808,55.89,1.6524,6.7068,42.1848,38.88,860000.0,2025-01-01 21:47:22,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3461,583.0,110.5625,108.75,106.9375,105.125,222.9375,222.9375,224.75,221.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865000.0,2025-01-01 21:47:27,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3481,763.0,90.625,90.625,83.375,81.5625,1.8125,3.625,83.375,77.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870000.0,2025-01-01 21:47:32,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3501,1022.0,85.1875,79.75,77.9375,77.9375,30.8125,30.8125,30.8125,30.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875000.0,2025-01-01 21:47:37,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3521,1233.0,70.6875,72.5,72.5,72.5,27.1875,29.0,29.0,27.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880000.0,2025-01-01 21:47:42,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3541,1456.0,65.25,65.25,65.25,63.4375,25.375,27.1875,25.375,25.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,2025-01-01 21:47:47,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3561,1677.0,58.0,61.625,61.625,58.0,21.75,25.375,23.5625,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890000.0,2025-01-01 21:47:52,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3581,1894.0,52.5625,56.1875,54.375,52.5625,19.9375,23.5625,21.75,19.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895000.0,2025-01-01 21:47:57,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3601,2060.0,48.9375,48.9375,47.125,48.9375,19.9375,21.75,19.9375,18.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,2025-01-01 21:48:02,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3621,2284.0,45.3125,43.5,41.6875,43.5,16.3125,19.9375,19.9375,16.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905000.0,2025-01-01 21:48:07,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3641,2447.0,41.6875,41.6875,39.875,41.6875,16.3125,18.125,18.125,16.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910000.0,2025-01-01 21:48:12,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3661,2599.0,36.25,38.0625,36.25,36.25,14.5,18.125,16.3125,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915000.0,2025-01-01 21:48:17,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3681,2746.0,32.625,32.625,30.8125,32.625,14.5,16.3125,16.3125,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920000.0,2025-01-01 21:48:22,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3701,2891.0,29.0,30.8125,29.0,30.8125,14.5,16.3125,14.5,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925000.0,2025-01-01 21:48:27,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3721,3034.0,29.0,29.0,27.1875,25.375,12.6875,14.5,14.5,12.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930000.0,2025-01-01 21:48:32,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3741,3168.0,25.375,25.375,23.5625,23.5625,12.6875,12.6875,12.6875,12.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935000.0,2025-01-01 21:48:37,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3761,3194.0,23.5625,23.5625,21.75,23.5625,12.6875,14.5,12.6875,10.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940000.0,2025-01-01 21:48:42,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3781,3430.0,19.9375,19.9375,19.9375,19.9375,12.6875,14.5,12.6875,10.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945000.0,2025-01-01 21:48:47,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3801,3532.0,19.9375,19.9375,18.125,18.125,9.0625,10.875,10.875,9.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950000.0,2025-01-01 21:48:52,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3821,3575.0,16.3125,16.3125,16.3125,16.3125,9.0625,12.6875,10.875,9.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955000.0,2025-01-01 21:48:57,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3841,3607.0,14.5,14.5,14.5,16.3125,9.0625,10.875,10.875,9.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960000.0,2025-01-01 21:49:02,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3861,3666.0,14.5,14.5,12.6875,14.5,9.0625,10.875,10.875,9.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965000.0,2025-01-01 21:49:07,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3881,3719.0,12.6875,12.6875,10.875,12.6875,9.0625,10.875,10.875,9.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970000.0,2025-01-01 21:49:12,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3901,3743.0,10.875,12.6875,10.875,10.875,9.0625,10.875,10.875,9.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975000.0,2025-01-01 21:49:17,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
3921,3850.0,10.875,10.875,9.0625,9.0625,9.0625,10.875,10.875,9.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980000.0,2025-01-01 21:49:22,F-ISAE,2025-01-01 - 21h33 - PA607,takeoff
